"CutConfig","Name","SourceLibrary","Type","Diameter_mm","Flutes","FluteLen_mm","LenBelowHolder_mm","CornerRad_mm","OAL_mm","Material"
"Mild Steel (Metric)","1.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.4","1","7","9.540000000000004",,"12.08","unspecified"
"Mild Steel (Metric)","1.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.45","1","7.25","9.79",,"12.33","unspecified"
"Mild Steel (Metric)","1.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.5","1","7.5","10.04",,"12.58","unspecified"
"Mild Steel (Metric)","1.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.55","1","7.75","10.29",,"12.83","unspecified"
"Mild Steel (Metric)","1.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.6","1","8","10.54",,"13.08","unspecified"
"Mild Steel (Metric)","1.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.65","1","8.25","10.79",,"13.33","unspecified"
"Mild Steel (Metric)","1.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.7","1","8.5","11.04",,"13.58","unspecified"
"Mild Steel (Metric)","1.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.75","1","8.75","11.29",,"13.83","unspecified"
"Mild Steel (Metric)","1.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.8","1","9","11.54",,"14.08","unspecified"
"Mild Steel (Metric)","1.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.85","1","9.25","11.79",,"14.33","unspecified"
"Mild Steel (Metric)","1.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.9","1","9.5","12.04",,"14.58","unspecified"
"Mild Steel (Metric)","1.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.95","1","9.75","12.29",,"14.83","unspecified"
"Mild Steel (Metric)","2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2","1","10","12.54",,"15.08","unspecified"
"Mild Steel (Metric)","2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.05","1","10.25","12.79",,"15.33","unspecified"
"Mild Steel (Metric)","2.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.1","1","10.5","13.04",,"15.58","unspecified"
"Mild Steel (Metric)","2.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.15","1","10.75","13.29",,"15.83","unspecified"
"Mild Steel (Metric)","2.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.2","1","11","13.54",,"16.08","unspecified"
"Mild Steel (Metric)","2.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.25","1","11.25","13.79",,"16.33","unspecified"
"Mild Steel (Metric)","2.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.3","1","11.5","14.04",,"16.58","unspecified"
"Mild Steel (Metric)","2.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.35","1","11.75","14.29",,"16.82999999999999","unspecified"
"Mild Steel (Metric)","2.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.4","1","12","14.54",,"17.08","unspecified"
"Mild Steel (Metric)","2.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.45","1","12.25","14.79",,"17.32999999999999","unspecified"
"Mild Steel (Metric)","2.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.5","1","12.5","15.04",,"17.58","unspecified"
"Mild Steel (Metric)","2.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.6","1","13","15.54",,"18.08","unspecified"
"Mild Steel (Metric)","2.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.7","1","13.5","16.04",,"18.58000000000001","unspecified"
"Mild Steel (Metric)","2.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.8","1","14","16.54",,"19.08000000000001","unspecified"
"Mild Steel (Metric)","2.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","2.9","1","14.5","17.04",,"19.58000000000001","unspecified"
"Mild Steel (Metric)","3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3","1","15","17.54",,"20.08000000000001","unspecified"
"Mild Steel (Metric)","3.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.1","1","15.5","18.04",,"20.58000000000001","unspecified"
"Mild Steel (Metric)","3.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.2","1","16","18.54",,"21.08000000000001","unspecified"
"Mild Steel (Metric)","3.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.3","1","16.5","19.04000000000001",,"21.58000000000001","unspecified"
"Mild Steel (Metric)","3.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.4","1","17","19.54000000000001",,"22.08000000000001","unspecified"
"Mild Steel (Metric)","3.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.5","1","17.5","20.04000000000001",,"22.58000000000001","unspecified"
"Mild Steel (Metric)","3.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.6","1","18","20.54000000000001",,"23.08000000000001","unspecified"
"Mild Steel (Metric)","3.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.7","1","18.5","21.04000000000001",,"23.58000000000001","unspecified"
"Mild Steel (Metric)","3.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.8","1","19","21.54000000000001",,"24.08000000000001","unspecified"
"Mild Steel (Metric)","3.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","3.9","1","19.5","22.04000000000001",,"24.58000000000001","unspecified"
"Mild Steel (Metric)","4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4","1","20","22.54000000000001",,"25.08000000000001","unspecified"
"Mild Steel (Metric)","4.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.1","1","20.5","23.04000000000001",,"25.58000000000001","unspecified"
"Mild Steel (Metric)","4.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.2","1","21","23.54000000000001",,"26.08000000000001","unspecified"
"Mild Steel (Metric)","4.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.3","1","21.5","24.04000000000001",,"26.58000000000001","unspecified"
"Mild Steel (Metric)","4.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.4","1","22","24.54000000000001",,"27.08000000000001","unspecified"
"Mild Steel (Metric)","4.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.5","1","22.5","25.04000000000001",,"27.58000000000001","unspecified"
"Mild Steel (Metric)","4.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.6","1","23","25.54000000000001",,"28.08000000000001","unspecified"
"Mild Steel (Metric)","4.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.7","1","23.5","26.04000000000001",,"28.58000000000001","unspecified"
"Mild Steel (Metric)","4.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.8","1","24","26.54000000000001",,"29.08000000000001","unspecified"
"Mild Steel (Metric)","4.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","4.9","1","24.5","27.04000000000001",,"29.58000000000001","unspecified"
"Mild Steel (Metric)","5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5","1","25","27.54000000000001",,"30.08000000000001","unspecified"
"Mild Steel (Metric)","5.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.1","1","25.5","28.04000000000001",,"30.58000000000001","unspecified"
"Mild Steel (Metric)","5.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.2","1","26","28.54000000000001",,"31.08000000000001","unspecified"
"Mild Steel (Metric)","5.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.3","1","26.5","29.04000000000001",,"31.58000000000001","unspecified"
"Mild Steel (Metric)","5.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.4","1","27","29.54000000000001",,"32.08000000000001","unspecified"
"Mild Steel (Metric)","5.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.5","1","27.5","30.04000000000001",,"32.58000000000001","unspecified"
"Mild Steel (Metric)","5.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.6","1","28","30.54000000000001",,"33.08000000000001","unspecified"
"Mild Steel (Metric)","5.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.7","1","28.5","31.04000000000001",,"33.58000000000001","unspecified"
"Mild Steel (Metric)","5.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.8","1","29","31.54000000000001",,"34.08000000000001","unspecified"
"Mild Steel (Metric)","5.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","5.9","1","29.5","32.04000000000001",,"34.58","unspecified"
"Mild Steel (Metric)","6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6","1","30","32.54000000000001",,"35.08","unspecified"
"Mild Steel (Metric)","6.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.1","1","30.5","33.04000000000001",,"35.58","unspecified"
"Mild Steel (Metric)","6.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.2","1","31","33.54000000000001",,"36.08","unspecified"
"Mild Steel (Metric)","6.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.3","1","31.5","34.04000000000001",,"36.58","unspecified"
"Mild Steel (Metric)","6.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.4","1","32","34.54000000000001",,"37.08","unspecified"
"Mild Steel (Metric)","6.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.5","1","32.5","35.04000000000001",,"37.58000000000001","unspecified"
"Mild Steel (Metric)","6.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.6","1","33","35.54000000000001",,"38.08000000000001","unspecified"
"Mild Steel (Metric)","6.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.7","1","33.5","36.04000000000002",,"38.58000000000001","unspecified"
"Mild Steel (Metric)","6.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.8","1","34","36.54000000000002",,"39.08000000000001","unspecified"
"Mild Steel (Metric)","6.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","6.9","1","34.5","37.04000000000002",,"39.58000000000001","unspecified"
"Mild Steel (Metric)","7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7","1","35","37.54000000000001",,"40.08000000000001","unspecified"
"Mild Steel (Metric)","7.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.1","1","35.5","38.04000000000001",,"40.58000000000001","unspecified"
"Mild Steel (Metric)","7.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.2","1","36","38.54000000000001",,"41.08000000000001","unspecified"
"Mild Steel (Metric)","7.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.3","1","36.5","39.04000000000001",,"41.58000000000001","unspecified"
"Mild Steel (Metric)","7.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.4","1","37","39.54000000000001",,"42.08000000000001","unspecified"
"Mild Steel (Metric)","7.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.5","1","37.5","40.04000000000001",,"42.58000000000001","unspecified"
"Mild Steel (Metric)","7.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.6","1","38","40.54000000000001",,"43.08000000000001","unspecified"
"Mild Steel (Metric)","7.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.7","1","38.5","41.04000000000001",,"43.58000000000001","unspecified"
"Mild Steel (Metric)","7.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.8","1","39","41.54000000000001",,"44.08000000000001","unspecified"
"Mild Steel (Metric)","7.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","7.9","1","39.5","42.04000000000001",,"44.58000000000001","unspecified"
"Mild Steel (Metric)","8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8","1","40","42.54000000000001",,"45.08000000000001","unspecified"
"Mild Steel (Metric)","8.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.1","1","40.5","43.04000000000001",,"45.58000000000001","unspecified"
"Mild Steel (Metric)","8.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.2","1","41","43.54000000000001",,"46.08000000000001","unspecified"
"Mild Steel (Metric)","8.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.3","1","41.5","44.04000000000001",,"46.58000000000001","unspecified"
"Mild Steel (Metric)","8.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.4","1","42","44.54000000000001",,"47.08000000000001","unspecified"
"Mild Steel (Metric)","8.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.5","1","42.5","45.04000000000001",,"47.58","unspecified"
"Mild Steel (Metric)","8.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.6","1","43","45.54000000000001",,"48.08","unspecified"
"Mild Steel (Metric)","8.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.7","1","43.5","46.04000000000001",,"48.58","unspecified"
"Mild Steel (Metric)","8.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.8","1","44","46.54000000000001",,"49.08","unspecified"
"Mild Steel (Metric)","8.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","8.9","1","44.5","47.04000000000001",,"49.58","unspecified"
"Mild Steel (Metric)","9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9","1","45","47.54000000000001",,"50.08","unspecified"
"Mild Steel (Metric)","9.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.1","1","45.5","48.04000000000001",,"50.58","unspecified"
"Mild Steel (Metric)","9.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.2","1","46","48.54000000000001",,"51.08","unspecified"
"Mild Steel (Metric)","9.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.3","1","46.5","49.04000000000001",,"51.58","unspecified"
"Mild Steel (Metric)","9.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.4","1","47","49.54000000000001",,"52.08","unspecified"
"Mild Steel (Metric)","9.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.5","1","47.5","50.04000000000001",,"52.58","unspecified"
"Mild Steel (Metric)","9.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.6","1","48","50.54000000000001",,"53.08","unspecified"
"Mild Steel (Metric)","9.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.7","1","48.5","51.04000000000001",,"53.58","unspecified"
"Mild Steel (Metric)","9.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.8","1","49","51.54000000000001",,"54.08","unspecified"
"Mild Steel (Metric)","9.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","9.9","1","49.5","52.04000000000001",,"54.58","unspecified"
"Mild Steel (Metric)","10mm Drill 135??","Stub & Jobber Drills (Metric)","drill","10","1","50","52.54000000000001",,"55.08","unspecified"
"Mild Steel (Metric)","10mm Drill 135??","Stub & Jobber Drills (Metric)","drill","10.2","1","51","53.54000000000001",,"56.08","unspecified"
"Mild Steel (Metric)","11mm Drill 135??","Stub & Jobber Drills (Metric)","drill","10.5","1","52.5","55.04000000000001",,"57.58","unspecified"
"Mild Steel (Metric)","11mm Drill 135??","Stub & Jobber Drills (Metric)","drill","10.8","1","54","56.54000000000001",,"59.08","unspecified"
"Mild Steel (Metric)","11mm Drill 135??","Stub & Jobber Drills (Metric)","drill","11","1","55","57.54000000000001",,"60.08","unspecified"
"Mild Steel (Metric)","11mm Drill 135??","Stub & Jobber Drills (Metric)","drill","11.2","1","56","58.54000000000001",,"61.08","unspecified"
"Mild Steel (Metric)","12mm Drill 135??","Stub & Jobber Drills (Metric)","drill","11.5","1","57.5","60.04000000000001",,"62.58","unspecified"
"Mild Steel (Metric)","12mm Drill 135??","Stub & Jobber Drills (Metric)","drill","11.8","1","59","61.54000000000001",,"64.08","unspecified"
"Mild Steel (Metric)","12mm Drill 135??","Stub & Jobber Drills (Metric)","drill","12","1","60","62.54000000000001",,"65.08","unspecified"
"Mild Steel (Metric)","12mm Drill 135??","Stub & Jobber Drills (Metric)","drill","12.2","1","61","63.54000000000001",,"66.08","unspecified"
"Mild Steel (Metric)","13mm Drill 135??","Stub & Jobber Drills (Metric)","drill","12.5","1","62.5","65.04",,"67.58000000000001","unspecified"
"Mild Steel (Metric)","13mm Drill 135??","Stub & Jobber Drills (Metric)","drill","12.8","1","64","66.54000000000002",,"69.08000000000001","unspecified"
"Mild Steel (Metric)","13mm Drill 135??","Stub & Jobber Drills (Metric)","drill","13","1","65","67.54000000000002",,"70.08000000000001","unspecified"
"Mild Steel (Metric)","13mm Drill 135??","Stub & Jobber Drills (Metric)","drill","13.2","1","66","68.54000000000002",,"71.08000000000001","unspecified"
"Mild Steel (Metric)","14mm Drill 135??","Stub & Jobber Drills (Metric)","drill","13.5","1","67.5","70.04000000000002",,"72.58000000000001","unspecified"
"Mild Steel (Metric)","14mm Drill 135??","Stub & Jobber Drills (Metric)","drill","13.8","1","69","71.54000000000002",,"74.08000000000001","unspecified"
"Mild Steel (Metric)","14mm Drill 135??","Stub & Jobber Drills (Metric)","drill","14","1","70","72.54000000000002",,"75.08000000000001","unspecified"
"Mild Steel (Metric)","14mm Drill 135??","Stub & Jobber Drills (Metric)","drill","14.25","1","71.25","73.79000000000002",,"76.33000000000001","unspecified"
"Mild Steel (Metric)","15mm Drill 135??","Stub & Jobber Drills (Metric)","drill","14.5","1","72.5","75.04000000000002",,"77.58000000000001","unspecified"
"Mild Steel (Metric)","15mm Drill 135??","Stub & Jobber Drills (Metric)","drill","14.75","1","73.75","76.29000000000002",,"78.83000000000001","unspecified"
"Mild Steel (Metric)","15mm Drill 135??","Stub & Jobber Drills (Metric)","drill","15","1","75","77.54000000000002",,"80.08000000000001","unspecified"
"Mild Steel (Metric)","15mm Drill 135??","Stub & Jobber Drills (Metric)","drill","15.25","1","76.25","78.79000000000002",,"81.33000000000001","unspecified"
"Mild Steel (Metric)","16mm Drill 135??","Stub & Jobber Drills (Metric)","drill","15.5","1","77.5","80.04000000000002",,"82.58000000000001","unspecified"
"Mild Steel (Metric)","16mm Drill 135??","Stub & Jobber Drills (Metric)","drill","15.75","1","78.75","81.29000000000002",,"83.83000000000001","unspecified"
"Mild Steel (Metric)","16mm Drill 135??","Stub & Jobber Drills (Metric)","drill","16","1","80","82.54000000000002",,"85.08000000000001","unspecified"
"Mild Steel (Metric)","16mm Drill 135??","Stub & Jobber Drills (Metric)","drill","16.25","1","81.25","83.79000000000002",,"86.33000000000001","unspecified"
"Mild Steel (Metric)","17mm Drill 135??","Stub & Jobber Drills (Metric)","drill","16.5","1","82.5","85.04000000000002",,"87.58000000000001","unspecified"
"Mild Steel (Metric)","17mm Drill 135??","Stub & Jobber Drills (Metric)","drill","16.75","1","83.75","86.29000000000002",,"88.83000000000001","unspecified"
"Mild Steel (Metric)","17mm Drill 135??","Stub & Jobber Drills (Metric)","drill","17","1","85","87.54000000000002",,"90.08","unspecified"
"Mild Steel (Metric)","17mm Drill 135??","Stub & Jobber Drills (Metric)","drill","17.25","1","86.25","88.79000000000002",,"91.33","unspecified"
