"CutConfig","Name","SourceLibrary","Type","Diameter_mm","Flutes","FluteLen_mm","LenBelowHolder_mm","CornerRad_mm","OAL_mm","Material"
"Aluminum (Metric)","Harvey 0.25"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.25","3","1.5","2.1263",,"4","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.05","3","0.3","0.795",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","0.187","1.06596",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.03","3","0.045","0.47878","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.09","1.37768",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.013"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.013","3","0.039","0.19849",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.065"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.065","3","0.097","0.21146",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.06","0.41532",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/8"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.375","3","0.57","2.19183","0.03","4","carbide"
"Aluminum (Metric)","Harvey 0.039"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.039","3","0.059","0.61318",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.155","0.69704",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.03","3","0.045","0.18977",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.075","0.695",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.039"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.039","3","0.052","0.41618","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.07","3","0.105","0.73036","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.156","3","0.234","2.53023",,"4","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.062","3","0.5","0.79922",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.03","3","0.045","0.67878",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.07","3","0.105","0.53536","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.25","0.39614",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.156","3","0.234","1.40523","0.02","3","carbide"
"Aluminum (Metric)","Harvey 0.12"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.12","3","0.36","0.42683",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.019"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.019","3","0.029","0.34248",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.046","0.53904",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.375","3","0.57","2.19183",,"4","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.25","3","0.375","2.62846",,"4","carbide"
"Aluminum (Metric)","Harvey 7/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.2187","3","0.33","0.47065",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.024"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.024","3","0.036","0.35916",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.01","3","0.015","0.29308",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.05","3","0.075","0.445","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.156","3","0.234","0.90523","0.02","3","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.03","3","0.045","0.82878",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.03","3","0.045","0.54078",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.093","3","1.125","1.22181",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.09","3","0.135","0.22781",,"1.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.5","0.63005",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.025","3","0.25","0.41973",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","1.156","1.24975",,"3","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.025","3","0.037","0.86244",,"2.5","carbide"
"Aluminum (Metric)","Harvey 7/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.2187","3","0.33","1.31236",,"4","carbide"
"Aluminum (Metric)","Harvey 0.085"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.085","3","0.425","0.53039",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.01","3","0.015","0.41308",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.016"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.016","3","0.024","0.33268",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.07","3","0.5","1.16036",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.005"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.005","3","0.007","0.17342",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.015","3","0.022","0.52442",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","1.31596","0.03","2.5","carbide"
"Aluminum (Metric)","Harvey 0.026"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.026","3","0.039","0.3657",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.055","3","0.082","0.84634",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.09","3","0.135","0.87572","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.08"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.08","3","0.75","0.86075",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.69704","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.141"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1406","3","0.22","0.93295",,"3","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.05","3","0.15","0.27745","0.005","1.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.312","0.79922",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","0.42422",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.028"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.028","3","0.042","0.45624",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.095","3","0.75","1.36706",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.325","0.47864",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.5","0.6322",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.045","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","1.59765","0.045","3","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.095","3","0.75","1.36706",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1562","3","0.234","0.90523",,"3","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.118","0.5525",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1","3","0.15","0.9084","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1","3","0.15","1.1084",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.05","3","0.3","0.795",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.117","0.2672",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.09","0.48968",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.117","0.5525","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","1","1.0625",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.01","3","0.1","0.28581",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.093","3","0.14","0.79052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.03","0.64576",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.141"" 3F Bull R0.015","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1406","3","0.22","1.30795","0.015","3","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.06","1.21232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.093","3","0.139","0.87052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.3","0.945",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.09","0.89768",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.48","0.63364",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.021"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.021","3","0.063","0.21557",,"1.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.5","1.17422",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.02","3","0.1","0.27509",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.008","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","1.06596","0.008","2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.02","3","0.03","0.18343",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.065"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.065","3","0.325","0.45184",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.24","0.39364",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.141"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1406","3","0.22","1.30795","0.01","3","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.012","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","0.87052","0.012","2.5","carbide"
"Aluminum (Metric)","Harvey 0.035"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.035","3","0.053","0.40712",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.095","3","0.75","0.84467",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.06","0.28111",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.01","3","0.015","0.29209",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.039"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.039","3","0.48","0.63471",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.047","3","0.07","1.3872",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1562","3","0.562","0.6714",,"2","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Bull R0.015","Harvey General Use Endmills 3 Flute","bull nose end mill","0.06","3","0.09","0.67768","0.015","2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.03","3","0.15","0.52878",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1562","3","0.234","2.53023",,"4","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.07","3","0.105","0.73036",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.047","3","0.071","0.6802","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","0.281","1.25365",,"3","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.06","0.81232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","0.187","2.31596",,"4","carbide"
"Aluminum (Metric)","Harvey 0.035"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.035","3","0.052","0.57012",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.75","1.37052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.025","3","0.038","0.36244",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1562","3","0.234","1.53023",,"3","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","1.29922",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.085"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.085","3","0.75","1.38438",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.01","3","0.015","0.31308",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","0.281","2.34765",,"4","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.01","3","0.015","0.36308",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.186","0.30306","0.005","1.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.437","0.56705",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.04","3","0.06","0.41532","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.047","3","0.07","0.7702","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","1.94096","0.01","3","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.01","3","0.08","0.26581",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.118"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.118","3","1.187","1.25701",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.093","0.92422","0.02","2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1562","3","0.234","1.72523",,"3","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.2","0.81232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1","3","0.15","0.4084",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.03","3","0.09","0.32977",,"1.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.015","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","2.34765","0.015","4","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.25","3","0.375","2.12846","0.02","4","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.04","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","1.06596","0.04","2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.05","3","0.075","0.445","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.09","0.67768",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.09","0.42768",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.095","3","0.142","0.61706",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.021"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.021","3","0.031","0.41236",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.02","3","0.1","0.44576",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.25","3","0.375","1.37846",,"4","carbide"
"Aluminum (Metric)","Harvey 0.059"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.059","3","0.295","0.42827",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.013"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.013","3","0.019","0.32288",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","1.125","1.72005",,"3","carbide"
"Aluminum (Metric)","Harvey 0.046"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.046","3","0.138","0.26892",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.09","0.35768",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1","3","0.15","1.1084",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.05","3","0.075","0.595",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.095","3","0.75","1.36706",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.12","0.29509",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.045","3","0.135","0.26678",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.095","3","0.143","0.86706",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.045","3","0.067","0.27878",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.139","2.93252",,"4","carbide"
"Aluminum (Metric)","Harvey 0.017"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.017","3","0.026","0.38694",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.5","1.07052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","0.62052","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.25","3","0.375","1.12846",,"4","carbide"
"Aluminum (Metric)","Harvey 0.035"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.035","3","0.281","0.44",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.09","3","0.135","0.57572",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.14","0.62052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","0.281","0.84765",,"3","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.15","0.27745",,"1.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1562","3","0.234","1.72523","0.01","3","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.093","0.21006","0.01","1.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.625","0.7379",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.141"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1406","3","0.22","1.30795",,"3","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.06","0.19611",,"1.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","0.2495","0.03","1.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.04","3","0.06","0.41532","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.035"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.035","3","0.052","0.92012",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.375","0.53829",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.046","0.35204",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","1.31596","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.093","0.79922","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.045","3","0.067","0.88366",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.109","3","0.327","0.40336",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.015","3","0.078","0.25845",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.585","0.68181",,"2.5","carbide"
